Season,TeamID,ConfAbbrev
2010,1218,wac
2010,1219,big_south
2010,1220,caa
2010,1221,patriot
2010,1222,cusa
2010,1223,gwc
2010,1224,meac
2010,1225,wac
2010,1226,big_sky
2010,1227,horizon
2010,1228,big_ten
2010,1229,mvc
2010,1231,big_ten
2010,1232,mvc
2010,1233,maac
2010,1234,big_ten
2010,1235,big_twelve
2010,1236,summit
2010,1237,summit
2010,1238,swac
2010,1239,a_sun
2010,1240,ovc
2010,1241,caa
2010,1242,big_twelve
2010,1243,big_twelve
2010,1244,a_sun
2010,1245,mac
2010,1246,sec
2010,1247,a_ten
2010,1248,patriot
2010,1249,southland
2010,1250,patriot
2010,1251,big_south
2010,1252,a_sun
2010,1253,big_west
2010,1254,nec
2010,1255,ind
2010,1256,wac
2010,1257,big_east
2010,1258,wcc
2010,1259,maac
2010,1260,horizon
2010,1261,sec
2010,1263,aec
2010,1264,maac
2010,1265,maac
2010,1266,big_east
2010,1267,cusa
2010,1268,acc
2010,1269,a_ten
2010,1270,southland
2010,1271,meac
2010,1272,cusa
2010,1273,a_sun
2010,1274,acc
2010,1275,mac
2010,1276,big_ten
2010,1277,big_ten
2010,1278,big_ten
2010,1279,sec
2010,1280,sec
2010,1281,big_twelve
2010,1282,summit
2010,1283,mvc
2010,1284,nec
2010,1285,big_sky
2010,1286,big_sky
2010,1287,ovc
2010,1288,meac
2010,1290,swac
2010,1291,nec
2010,1292,sun_belt
2010,1293,ovc
2010,1294,big_sky
2010,1295,summit
2010,1296,mac
2010,1298,patriot
2010,1299,meac
2010,1300,ind
2010,1301,acc
2010,1304,big_twelve
2010,1305,wac
2010,1306,aec
2010,1307,mwc
2010,1308,wac
2010,1309,sun_belt
2010,1310,maac
2010,1311,southland
2010,1312,gwc
2010,1313,meac
2010,1314,acc
2010,1315,gwc
2010,1316,a_sun
2010,1317,sun_belt
2010,1318,caa
2010,1319,big_sky
2010,1320,mvc
2010,1321,big_ten
2010,1322,southland
2010,1323,big_east
2010,1324,summit
2010,1325,mac
2010,1326,big_ten
2010,1328,big_twelve
2010,1329,big_twelve
2010,1330,caa
2010,1331,summit
2010,1332,pac_ten
2010,1333,pac_ten
2010,1334,big_west
2010,1335,ivy
2010,1336,big_ten
2010,1337,wcc
2010,1338,big_east
2010,1339,wcc
2010,1340,big_sky
2010,1341,swac
2010,1342,big_south
2010,1343,ivy
2010,1344,big_east
2010,1345,big_ten
2010,1346,nec
2010,1347,big_south
2010,1348,a_ten
2010,1349,cusa
2010,1350,a_ten
2010,1351,maac
2010,1352,nec
2010,1353,big_east
2010,1354,meac
2010,1355,summit
2010,1356,mvc
2010,1357,nec
2010,1358,southland
2010,1359,southern
2010,1360,wcc
2010,1361,mwc
2010,1362,wcc
2010,1363,wac
2010,1364,big_west
2010,1365,wcc
2010,1366,ind
2010,1367,a_sun
2010,1368,southland
2010,1369,ovc
2010,1370,ind
2010,1371,big_east
2010,1372,southland
2010,1373,maac
2010,1374,cusa
2010,1375,sun_belt
2010,1376,sec
2010,1377,gwc
2010,1378,big_east
2010,1379,cusa
2010,1380,swac
2010,1381,summit
2010,1382,a_ten
2010,1383,nec
2010,1384,nec
2010,1385,big_east
2010,1386,a_ten
2010,1387,a_ten
2010,1388,wcc
2010,1389,maac
2010,1390,pac_ten
2010,1391,a_sun
2010,1392,aec
2010,1393,big_east
2010,1394,southland
2010,1395,mwc
2010,1396,a_ten
2010,1397,sec
2010,1398,ovc
2010,1399,ovc
2010,1400,big_twelve
2010,1401,big_twelve
2010,1402,southland
2010,1403,big_twelve
2010,1404,ovc
2010,1405,mac
2010,1406,caa
2010,1407,sun_belt
2010,1408,cusa
2010,1409,cusa
2010,1410,gwc
2010,1411,swac
2010,1412,cusa
2010,1413,big_west
2010,1414,big_west
2010,1415,big_west
2010,1416,cusa
2010,1417,pac_ten
2010,1418,sun_belt
2010,1419,sun_belt
2010,1420,aec
2010,1421,big_south
2010,1422,southern
2010,1423,caa
2010,1424,mwc
2010,1425,pac_ten
2010,1426,southland
2010,1427,southland
2010,1428,mwc
2010,1429,wac
2010,1430,gwc
2010,1431,cusa
2010,1433,caa
2010,1434,horizon
2010,1435,sec
2010,1436,aec
2010,1437,big_east
2010,1438,acc
2010,1439,acc
2010,1440,big_south
2010,1441,southern
2010,1442,summit
2010,1443,sun_belt
2010,1444,mac
2010,1445,meac
2010,1447,nec
2010,1448,acc
2010,1449,pac_ten
2010,1450,pac_ten
2010,1451,big_sky
2010,1452,big_east
2010,1453,horizon
2010,1454,horizon
2010,1455,mvc
2010,1456,caa
2010,1457,big_south
2010,1458,big_ten
2010,1459,southern
2010,1460,horizon
2010,1461,mwc
2010,1462,a_ten
2010,1463,ivy
2010,1464,horizon
2011,1102,mwc
2011,1103,mac
2011,1104,sec
2011,1105,swac
2011,1106,swac
2011,1107,aec
2011,1108,swac
2011,1110,patriot
2011,1111,southern
2011,1112,pac_ten
2011,1113,pac_ten
2011,1114,sun_belt
2011,1115,swac
2011,1116,sec
2011,1117,sun_belt
2011,1119,patriot
2011,1120,sec
2011,1122,ovc
2011,1123,mac
2011,1124,big_twelve
2011,1125,a_sun
2011,1126,meac
2011,1127,aec
2011,1129,wac
2011,1130,acc
2011,1131,aec
2011,1132,mac
2011,1133,mvc
2011,1135,ivy
2011,1136,nec
2011,1137,patriot
2011,1138,mac
2011,1139,horizon
2011,1140,mwc
2011,1141,mac
2011,1142,big_west
2011,1143,pac_ten
2011,1144,a_sun
2011,1145,maac
2011,1146,southland
2011,1147,summit
2011,1148,nec
2011,1149,big_south
2011,1150,a_ten
2011,1151,southern
2011,1152,gwc
2011,1153,big_east
2011,1154,southern
2011,1155,acc
2011,1156,horizon
2011,1157,big_south
2011,1158,southern
2011,1159,patriot
2011,1160,big_twelve
2011,1161,mwc
2011,1162,ivy
2011,1163,big_east
2011,1164,meac
2011,1165,ivy
2011,1166,mvc
2011,1167,ind
2011,1168,big_west
2011,1169,big_west
2011,1170,big_sky
2011,1171,ivy
2011,1172,southern
2011,1173,a_ten
2011,1174,caa
2011,1175,meac
2011,1176,sun_belt
2011,1177,big_east
2011,1178,horizon
2011,1179,mvc
2011,1180,caa
2011,1181,acc
2011,1182,a_ten
2011,1183,ovc
2011,1184,ovc
2011,1185,mac
2011,1186,big_sky
2011,1187,cusa
2011,1188,ind
2011,1189,southern
2011,1190,a_sun
2011,1191,mvc
2011,1192,nec
2011,1193,maac
2011,1194,sun_belt
2011,1195,a_sun
2011,1196,sec
2011,1197,meac
2011,1198,sun_belt
2011,1199,acc
2011,1200,a_ten
2011,1201,wac
2011,1202,southern
2011,1203,a_ten
2011,1204,southern
2011,1205,big_south
2011,1206,caa
2011,1207,big_east
2011,1208,sec
2011,1209,caa
2011,1210,acc
2011,1211,wcc
2011,1212,swac
2011,1214,meac
2011,1216,aec
2011,1217,ivy
2011,1218,wac
2011,1219,big_south
2011,1220,caa
2011,1221,patriot
2011,1222,cusa
2011,1223,gwc
2011,1224,meac
2011,1225,wac
2011,1226,big_sky
2011,1227,horizon
2011,1228,big_ten
2011,1229,mvc
2011,1231,big_ten
2011,1232,mvc
2011,1233,maac
2011,1234,big_ten
2011,1235,big_twelve
2011,1236,summit
2011,1237,summit
2011,1238,swac
2011,1239,a_sun
2011,1240,ovc
2011,1241,caa
2011,1242,big_twelve
2011,1243,big_twelve
2011,1244,a_sun
2011,1245,mac
2011,1246,sec
2011,1247,a_ten
2011,1248,patriot
2011,1249,southland
2011,1250,patriot
2011,1251,big_south
2011,1252,a_sun
2011,1253,big_west
2011,1254,nec
2011,1255,ind
2011,1256,wac
2011,1257,big_east
2011,1258,wcc
2011,1259,maac
2011,1260,horizon
2011,1261,sec
2011,1263,aec
2011,1264,maac
2011,1265,maac
2011,1266,big_east
2011,1267,cusa
2011,1268,acc
2011,1269,a_ten
2011,1270,southland
2011,1271,meac
2011,1272,cusa
2011,1273,a_sun
2011,1274,acc
2011,1275,mac
2011,1276,big_ten
2011,1277,big_ten
2011,1278,big_ten
2011,1279,sec
2011,1280,sec
2011,1281,big_twelve
2011,1282,summit
2011,1283,mvc
2011,1284,nec
2011,1285,big_sky
2011,1286,big_sky
2011,1287,ovc
2011,1288,meac
2011,1290,swac
2011,1291,nec
2011,1292,sun_belt
2011,1293,ovc
2011,1294,big_sky
2011,1295,summit
2011,1296,mac
2011,1298,patriot
2011,1299,meac
2011,1300,ind
2011,1301,acc
2011,1304,big_twelve
2011,1305,wac
2011,1306,aec
2011,1307,mwc
2011,1308,wac
2011,1310,maac
2011,1311,southland
2011,1312,gwc
2011,1313,meac
2011,1314,acc
2011,1315,gwc
2011,1316,a_sun
2011,1317,sun_belt
2011,1318,caa
2011,1319,big_sky
2011,1320,mvc
2011,1321,big_ten
2011,1322,southland
2011,1323,big_east
2011,1324,summit
2011,1325,mac
2011,1326,big_ten
2011,1328,big_twelve
2011,1329,big_twelve
2011,1330,caa
2011,1331,summit
2011,1332,pac_ten
2011,1333,pac_ten
2011,1334,big_west
2011,1335,ivy
2011,1336,big_ten
2011,1337,wcc
2011,1338,big_east
2011,1339,wcc
2011,1340,big_sky
2011,1341,swac
2011,1342,big_south
2011,1343,ivy
2011,1344,big_east
2011,1345,big_ten
2011,1346,nec
2011,1347,big_south
2011,1348,a_ten
2011,1349,cusa
2011,1350,a_ten
2011,1351,maac
2011,1352,nec
2011,1353,big_east
2011,1354,meac
2011,1355,summit
2011,1356,mvc
2011,1357,nec
2011,1358,southland
2011,1359,southern
2011,1360,wcc
2011,1361,mwc
2011,1362,wcc
2011,1363,wac
2011,1364,big_west
2011,1365,wcc
2011,1366,ind
2011,1367,a_sun
2011,1368,southland
2011,1369,ovc
2011,1370,ind
2011,1371,big_east
2011,1372,southland
2011,1373,maac
2011,1374,cusa
2011,1375,sun_belt
2011,1376,sec
2011,1377,gwc
2011,1378,big_east
2011,1379,cusa
2011,1380,swac
2011,1381,summit
2011,1382,a_ten
2011,1383,nec
2011,1384,nec
2011,1385,big_east
2011,1386,a_ten
2011,1387,a_ten
2011,1388,wcc
2011,1389,maac
2011,1390,pac_ten
2011,1391,a_sun
2011,1392,aec
2011,1393,big_east
2011,1394,southland
2011,1395,mwc
2011,1396,a_ten
2011,1397,sec
2011,1398,ovc
2011,1399,ovc
2011,1400,big_twelve
2011,1401,big_twelve
2011,1402,southland
2011,1403,big_twelve
2011,1404,ovc
2011,1405,mac
2011,1406,caa
2011,1407,sun_belt
2011,1408,cusa
2011,1409,cusa
2011,1410,gwc
2011,1411,swac
2011,1412,cusa
2011,1413,big_west
2011,1414,big_west
2011,1415,big_west
2011,1416,cusa
2011,1417,pac_ten
2011,1418,sun_belt
2011,1419,sun_belt
2011,1420,aec
2011,1421,big_south
2011,1422,southern
2011,1423,caa
2011,1424,mwc
2011,1425,pac_ten
2011,1426,southland
2011,1427,southland
2011,1428,mwc
2011,1429,wac
2011,1430,gwc
2011,1431,cusa
2011,1433,caa
2011,1434,horizon
2011,1435,sec
2011,1436,aec
2011,1437,big_east
2011,1438,acc
2011,1439,acc
2011,1440,big_south
2011,1441,southern
2011,1442,summit
2011,1443,sun_belt
2011,1444,mac
2011,1447,nec
2011,1448,acc
2011,1449,pac_ten
2011,1450,pac_ten
2011,1451,big_sky
2011,1452,big_east
2011,1453,horizon
2011,1454,horizon
2011,1455,mvc
2011,1456,caa
2011,1457,big_south
2011,1458,big_ten
2011,1459,southern
2011,1460,horizon
2011,1461,mwc
2011,1462,a_ten
2011,1463,ivy
2011,1464,horizon
2012,1102,mwc
2012,1103,mac
2012,1104,sec
2012,1105,swac
2012,1106,swac
2012,1107,aec
2012,1108,swac
2012,1110,patriot
2012,1111,southern
2012,1112,pac_twelve
2012,1113,pac_twelve
2012,1114,sun_belt
2012,1115,swac
2012,1116,sec
2012,1117,sun_belt
2012,1119,patriot
2012,1120,sec
2012,1122,ovc
2012,1123,mac
2012,1124,big_twelve
2012,1125,a_sun
2012,1126,meac
2012,1127,aec
2012,1129,mwc
2012,1130,acc
2012,1131,aec
2012,1132,mac
2012,1133,mvc
2012,1135,ivy
2012,1136,nec
2012,1137,patriot
2012,1138,mac
2012,1139,horizon
2012,1140,wcc
2012,1141,mac
2012,1142,big_west
2012,1143,pac_twelve
2012,1144,big_south
2012,1145,maac
2012,1146,southland
2012,1148,nec
2012,1149,big_south
2012,1150,a_ten
2012,1151,southern
2012,1152,gwc
2012,1153,big_east
2012,1154,southern
2012,1155,acc
2012,1156,horizon
2012,1157,big_south
2012,1158,southern
2012,1159,patriot
2012,1160,pac_twelve
2012,1161,mwc
2012,1162,ivy
2012,1163,big_east
2012,1164,meac
2012,1165,ivy
2012,1166,mvc
2012,1167,ind
2012,1168,big_west
2012,1169,big_west
2012,1170,big_sky
2012,1171,ivy
2012,1172,southern
2012,1173,a_ten
2012,1174,caa
2012,1175,meac
2012,1176,sun_belt
2012,1177,big_east
2012,1178,horizon
2012,1179,mvc
2012,1180,caa
2012,1181,acc
2012,1182,a_ten
2012,1183,ovc
2012,1184,ovc
2012,1185,mac
2012,1186,big_sky
2012,1187,cusa
2012,1188,ovc
2012,1189,southern
2012,1190,a_sun
2012,1191,mvc
2012,1192,nec
2012,1193,maac
2012,1194,sun_belt
2012,1195,a_sun
2012,1196,sec
2012,1197,meac
2012,1198,sun_belt
2012,1199,acc
2012,1200,a_ten
2012,1201,wac
2012,1202,southern
2012,1203,a_ten
2012,1204,southern
2012,1205,big_south
2012,1206,caa
2012,1207,big_east
2012,1208,sec
2012,1209,caa
2012,1210,acc
2012,1211,wcc
2012,1212,swac
2012,1214,meac
2012,1216,aec
2012,1217,ivy
2012,1218,wac
2012,1219,big_south
2012,1220,caa
2012,1221,patriot
2012,1222,cusa
2012,1223,gwc
2012,1224,meac
2012,1225,wac
2012,1226,big_sky
2012,1227,horizon
2012,1228,big_ten
2012,1229,mvc
2012,1231,big_ten
2012,1232,mvc
2012,1233,maac
2012,1234,big_ten
2012,1235,big_twelve
2012,1236,summit
2012,1237,summit
2012,1238,swac
2012,1239,a_sun
2012,1240,ovc
2012,1241,caa
2012,1242,big_twelve
2012,1243,big_twelve
2012,1244,a_sun
2012,1245,mac
2012,1246,sec
2012,1247,a_ten
2012,1248,patriot
2012,1249,southland
2012,1250,patriot
2012,1251,big_south
2012,1252,a_sun
2012,1253,big_west
2012,1254,nec
2012,1255,ind
2012,1256,wac
2012,1257,big_east
2012,1258,wcc
2012,1259,maac
2012,1260,horizon
2012,1261,sec
2012,1263,aec
2012,1264,maac
2012,1265,maac
2012,1266,big_east
2012,1267,cusa
2012,1268,acc
2012,1269,a_ten
2012,1270,southland
2012,1271,meac
2012,1272,cusa
2012,1273,a_sun
2012,1274,acc
2012,1275,mac
2012,1276,big_ten
2012,1277,big_ten
2012,1278,big_ten
2012,1279,sec
2012,1280,sec
2012,1281,big_twelve
2012,1282,summit
2012,1283,mvc
2012,1284,nec
2012,1285,big_sky
2012,1286,big_sky
2012,1287,ovc
2012,1288,meac
2012,1290,swac
2012,1291,nec
2012,1292,sun_belt
2012,1293,ovc
2012,1294,big_sky
2012,1295,summit
2012,1296,mac
2012,1298,patriot
2012,1299,meac
2012,1300,meac
2012,1301,acc
2012,1303,ind
2012,1304,big_ten
2012,1305,wac
2012,1306,aec
2012,1307,mwc
2012,1308,wac
2012,1310,maac
2012,1311,southland
2012,1312,gwc
2012,1313,meac
2012,1314,acc
2012,1315,gwc
2012,1316,a_sun
2012,1317,sun_belt
2012,1318,caa
2012,1319,big_sky
2012,1320,mvc
2012,1321,big_ten
2012,1322,southland
2012,1323,big_east
2012,1324,summit
2012,1325,mac
2012,1326,big_ten
2012,1328,big_twelve
2012,1329,big_twelve
2012,1330,caa
2012,1331,summit
2012,1332,pac_twelve
2012,1333,pac_twelve
2012,1334,big_west
2012,1335,ivy
2012,1336,big_ten
2012,1337,wcc
2012,1338,big_east
2012,1339,wcc
2012,1340,big_sky
2012,1341,swac
2012,1342,big_south
2012,1343,ivy
2012,1344,big_east
2012,1345,big_ten
2012,1346,nec
2012,1347,big_south
2012,1348,a_ten
2012,1349,cusa
2012,1350,a_ten
2012,1351,maac
2012,1352,nec
2012,1353,big_east
2012,1354,meac
2012,1355,summit
2012,1356,mvc
2012,1357,nec
2012,1358,southland
2012,1359,southern
2012,1360,wcc
2012,1361,mwc
2012,1362,wcc
2012,1363,wac
2012,1364,big_west
2012,1365,wcc
2012,1366,meac
2012,1367,a_sun
2012,1368,southland
2012,1369,ovc
2012,1370,ind
2012,1371,big_east
2012,1372,southland
2012,1373,maac
2012,1374,cusa
2012,1375,sun_belt
2012,1376,sec
2012,1377,summit
2012,1378,big_east
2012,1379,cusa
2012,1380,swac
2012,1381,summit
2012,1382,a_ten
2012,1383,nec
2012,1384,nec
2012,1385,big_east
2012,1386,a_ten
2012,1387,a_ten
2012,1388,wcc
2012,1389,maac
2012,1390,pac_twelve
2012,1391,a_sun
2012,1392,aec
2012,1393,big_east
2012,1394,southland
2012,1395,mwc
2012,1396,a_ten
2012,1397,sec
2012,1398,ovc
2012,1399,ovc
2012,1400,big_twelve
2012,1401,big_twelve
2012,1402,southland
2012,1403,big_twelve
2012,1404,ovc
2012,1405,mac
2012,1406,caa
2012,1407,sun_belt
2012,1408,cusa
2012,1409,cusa
2012,1410,gwc
2012,1411,swac
2012,1412,cusa
2012,1413,big_west
2012,1414,big_west
2012,1415,big_west
2012,1416,cusa
2012,1417,pac_twelve
2012,1418,sun_belt
2012,1419,sun_belt
2012,1420,aec
2012,1421,big_south
2012,1422,southern
2012,1423,caa
2012,1424,mwc
2012,1425,pac_twelve
2012,1426,southland
2012,1427,southland
2012,1428,pac_twelve
2012,1429,wac
2012,1430,gwc
2012,1431,cusa
2012,1433,caa
2012,1434,horizon
2012,1435,sec
2012,1436,aec
2012,1437,big_east
2012,1438,acc
2012,1439,acc
2012,1440,big_south
2012,1441,southern
2012,1442,summit
2012,1443,sun_belt
2012,1444,mac
2012,1447,nec
2012,1448,acc
2012,1449,pac_twelve
2012,1450,pac_twelve
2012,1451,big_sky
2012,1452,big_east
2012,1453,horizon
2012,1454,horizon
2012,1455,mvc
2012,1456,caa
2012,1457,big_south
2012,1458,big_ten
2012,1459,southern
2012,1460,horizon
2012,1461,mwc
2012,1462,a_ten
2012,1463,ivy
2012,1464,horizon
2013,1102,mwc
2013,1103,mac
2013,1104,sec
2013,1105,swac
2013,1106,swac
2013,1107,aec
2013,1108,swac
2013,1110,patriot
2013,1111,southern
2013,1112,pac_twelve
2013,1113,pac_twelve
2013,1114,sun_belt
2013,1115,swac
2013,1116,sec
2013,1117,sun_belt
2013,1119,patriot
2013,1120,sec
2013,1122,ovc
2013,1123,mac
2013,1124,big_twelve
2013,1125,ovc
2013,1126,meac
2013,1127,aec
2013,1129,mwc
2013,1130,acc
2013,1131,aec
2013,1132,mac
2013,1133,mvc
2013,1135,ivy
2013,1136,nec
2013,1137,patriot
2013,1138,mac
2013,1139,a_ten
2013,1140,wcc
2013,1141,mac
2013,1142,big_west
2013,1143,pac_twelve
2013,1144,big_south
2013,1145,maac
2013,1146,southland
2013,1148,nec
2013,1149,big_south
2013,1150,a_ten
2013,1151,southern
2013,1152,gwc
2013,1153,big_east
2013,1154,southern
2013,1155,acc
2013,1156,horizon
2013,1157,big_south
2013,1158,southern
2013,1159,patriot
2013,1160,pac_twelve
2013,1161,mwc
2013,1162,ivy
2013,1163,big_east
2013,1164,meac
2013,1165,ivy
2013,1166,mvc
2013,1167,ind
2013,1168,big_west
2013,1169,big_west
2013,1170,big_sky
2013,1171,ivy
2013,1172,southern
2013,1173,a_ten
2013,1174,caa
2013,1175,meac
2013,1176,wac
2013,1177,big_east
2013,1178,horizon
2013,1179,mvc
2013,1180,caa
2013,1181,acc
2013,1182,a_ten
2013,1183,ovc
2013,1184,ovc
2013,1185,mac
2013,1186,big_sky
2013,1187,cusa
2013,1188,ovc
2013,1189,southern
2013,1190,a_sun
2013,1191,mvc
2013,1192,nec
2013,1193,maac
2013,1194,sun_belt
2013,1195,a_sun
2013,1196,sec
2013,1197,meac
2013,1198,sun_belt
2013,1199,acc
2013,1200,a_ten
2013,1201,mwc
2013,1202,southern
2013,1203,a_ten
2013,1204,southern
2013,1205,big_south
2013,1206,caa
2013,1207,big_east
2013,1208,sec
2013,1209,caa
2013,1210,acc
2013,1211,wcc
2013,1212,swac
2013,1214,meac
2013,1216,aec
2013,1217,ivy
2013,1218,big_west
2013,1219,big_south
2013,1220,caa
2013,1221,patriot
2013,1222,cusa
2013,1223,gwc
2013,1224,meac
2013,1225,wac
2013,1226,big_sky
2013,1227,horizon
2013,1228,big_ten
2013,1229,mvc
2013,1231,big_ten
2013,1232,mvc
2013,1233,maac
2013,1234,big_ten
2013,1235,big_twelve
2013,1236,summit
2013,1237,summit
2013,1238,swac
2013,1239,a_sun
2013,1240,ovc
2013,1241,caa
2013,1242,big_twelve
2013,1243,big_twelve
2013,1244,a_sun
2013,1245,mac
2013,1246,sec
2013,1247,a_ten
2013,1248,patriot
2013,1249,southland
2013,1250,patriot
2013,1251,big_south
2013,1252,a_sun
2013,1253,big_west
2013,1254,nec
2013,1255,big_south
2013,1256,wac
2013,1257,big_east
2013,1258,wcc
2013,1259,maac
2013,1260,horizon
2013,1261,sec
2013,1263,aec
2013,1264,maac
2013,1265,maac
2013,1266,big_east
2013,1267,cusa
2013,1268,acc
2013,1269,a_ten
2013,1270,southland
2013,1271,meac
2013,1272,cusa
2013,1273,a_sun
2013,1274,acc
2013,1275,mac
2013,1276,big_ten
2013,1277,big_ten
2013,1278,big_ten
2013,1279,sec
2013,1280,sec
2013,1281,sec
2013,1282,summit
2013,1283,mvc
2013,1284,nec
2013,1285,big_sky
2013,1286,big_sky
2013,1287,ovc
2013,1288,meac
2013,1290,swac
2013,1291,nec
2013,1292,sun_belt
2013,1293,ovc
2013,1294,big_sky
2013,1295,summit
2013,1296,mac
2013,1297,a_sun
2013,1298,patriot
2013,1299,meac
2013,1300,meac
2013,1301,acc
2013,1303,summit
2013,1304,big_ten
2013,1305,mwc
2013,1306,aec
2013,1307,mwc
2013,1308,wac
2013,1309,ind
2013,1310,maac
2013,1311,southland
2013,1312,gwc
2013,1313,meac
2013,1314,acc
2013,1315,big_sky
2013,1316,a_sun
2013,1317,sun_belt
2013,1318,caa
2013,1319,big_sky
2013,1320,mvc
2013,1321,big_ten
2013,1322,southland
2013,1323,big_east
2013,1324,summit
2013,1325,mac
2013,1326,big_ten
2013,1328,big_twelve
2013,1329,big_twelve
2013,1330,caa
2013,1331,southland
2013,1332,pac_twelve
2013,1333,pac_twelve
2013,1334,big_west
2013,1335,ivy
2013,1336,big_ten
2013,1337,wcc
2013,1338,big_east
2013,1339,wcc
2013,1340,big_sky
2013,1341,swac
2013,1342,big_south
2013,1343,ivy
2013,1344,big_east
2013,1345,big_ten
2013,1346,nec
2013,1347,big_south
2013,1348,a_ten
2013,1349,cusa
2013,1350,a_ten
2013,1351,maac
2013,1352,nec
2013,1353,big_east
2013,1354,meac
2013,1355,summit
2013,1356,mvc
2013,1357,nec
2013,1358,southland
2013,1359,southern
2013,1360,wcc
2013,1361,mwc
2013,1362,wcc
2013,1363,wac
2013,1364,big_west
2013,1365,wcc
2013,1366,meac
2013,1367,a_sun
2013,1368,southland
2013,1369,ovc
2013,1370,wac
2013,1371,big_east
2013,1372,southland
2013,1373,maac
2013,1374,cusa
2013,1375,sun_belt
2013,1376,sec
2013,1377,summit
2013,1378,big_east
2013,1379,cusa
2013,1380,swac
2013,1381,big_sky
2013,1382,a_ten
2013,1383,nec
2013,1384,nec
2013,1385,big_east
2013,1386,a_ten
2013,1387,a_ten
2013,1388,wcc
2013,1389,maac
2013,1390,pac_twelve
2013,1391,a_sun
2013,1392,aec
2013,1393,big_east
2013,1394,southland
2013,1395,big_twelve
2013,1396,a_ten
2013,1397,sec
2013,1398,ovc
2013,1399,ovc
2013,1400,big_twelve
2013,1401,sec
2013,1402,wac
2013,1403,big_twelve
2013,1404,ovc
2013,1405,mac
2013,1406,caa
2013,1407,sun_belt
2013,1408,cusa
2013,1409,cusa
2013,1410,gwc
2013,1411,swac
2013,1412,cusa
2013,1413,big_west
2013,1414,big_west
2013,1415,big_west
2013,1416,cusa
2013,1417,pac_twelve
2013,1418,sun_belt
2013,1419,sun_belt
2013,1420,aec
2013,1421,big_south
2013,1422,southern
2013,1423,caa
2013,1424,mwc
2013,1425,pac_twelve
2013,1426,wac
2013,1427,wac
2013,1428,pac_twelve
2013,1429,wac
2013,1430,gwc
2013,1431,cusa
2013,1433,a_ten
2013,1434,horizon
2013,1435,sec
2013,1436,aec
2013,1437,big_east
2013,1438,acc
2013,1439,acc
2013,1440,big_south
2013,1441,southern
2013,1442,summit
2013,1443,sun_belt
2013,1444,mac
2013,1447,nec
2013,1448,acc
2013,1449,pac_twelve
2013,1450,pac_twelve
2013,1451,big_sky
2013,1452,big_twelve
2013,1453,horizon
2013,1454,horizon
2013,1455,mvc
2013,1456,caa
2013,1457,big_south
2013,1458,big_ten
2013,1459,southern
2013,1460,horizon
2013,1461,mwc
2013,1462,a_ten
2013,1463,ivy
2013,1464,horizon
2014,1101,southland
2014,1102,mwc
2014,1103,mac
2014,1104,sec
2014,1105,swac
2014,1106,swac
2014,1107,aec
2014,1108,swac
2014,1110,patriot
2014,1111,southern
2014,1112,pac_twelve
2014,1113,pac_twelve
2014,1114,sun_belt
2014,1115,swac
2014,1116,sec
2014,1117,sun_belt
2014,1119,patriot
2014,1120,sec
2014,1122,ovc
2014,1123,mac
2014,1124,big_twelve
2014,1125,ovc
2014,1126,meac
2014,1127,aec
