Season,ConfAbbrev,DayNum,WTeamID,LTeamID
2010,sun_belt,125,1443,1117
2010,sun_belt,126,1317,1176
2010,sun_belt,126,1407,1443
2010,sun_belt,127,1317,1407
2010,swac,128,1115,1290
2010,swac,128,1212,1238
2010,swac,129,1106,1105
2010,swac,129,1411,1341
2010,swac,130,1115,1106
2010,swac,130,1411,1212
2010,swac,131,1115,1411
2010,wac,129,1256,1201
2010,wac,129,1305,1225
2010,wac,129,1308,1363
2010,wac,129,1429,1129
2010,wac,130,1308,1305
2010,wac,130,1429,1256
2010,wac,131,1308,1429
2010,wcc,123,1258,1337
2010,wcc,123,1360,1365
2010,wcc,124,1258,1362
2010,wcc,124,1339,1360
2010,wcc,125,1211,1258
2010,wcc,125,1388,1339
2010,wcc,126,1388,1211
2011,a_sun,121,1125,1244
2011,a_sun,121,1190,1144
2011,a_sun,122,1273,1252
2011,a_sun,122,1316,1239
2011,a_sun,123,1125,1273
2011,a_sun,123,1316,1190
2011,a_sun,124,1125,1316
2011,a_ten,127,1173,1269
2011,a_ten,127,1247,1382
2011,a_ten,127,1348,1387
2011,a_ten,127,1386,1203
2011,a_ten,130,1173,1462
2011,a_ten,130,1350,1348
2011,a_ten,130,1386,1182
2011,a_ten,130,1396,1247
2011,a_ten,131,1173,1386
2011,a_ten,131,1350,1396
2011,a_ten,132,1350,1173
2011,acc,129,1130,1448
2011,acc,129,1268,1301
2011,acc,129,1274,1438
2011,acc,129,1439,1210
2011,acc,130,1155,1130
2011,acc,130,1181,1268
2011,acc,130,1314,1274
2011,acc,130,1439,1199
2011,acc,131,1181,1439
2011,acc,131,1314,1155
2011,acc,132,1181,1314
2011,aec,122,1127,1420
2011,aec,124,1131,1306
2011,aec,124,1216,1263
2011,aec,124,1392,1107
2011,aec,124,1436,1127
2011,aec,125,1131,1216
2011,aec,125,1392,1436
2011,aec,131,1131,1392
2011,big_east,127,1163,1177
2011,big_east,127,1266,1344
2011,big_east,127,1353,1371
2011,big_east,127,1378,1437
2011,big_east,128,1153,1378
2011,big_east,128,1163,1207
2011,big_east,128,1266,1452
2011,big_east,128,1385,1353
2011,big_east,129,1163,1338
2011,big_east,129,1257,1266
2011,big_east,129,1323,1153
2011,big_east,129,1393,1385
2011,big_east,130,1163,1393
2011,big_east,130,1257,1323
2011,big_east,131,1163,1257
2011,big_sky,124,1319,1286
2011,big_sky,124,1451,1186
2011,big_sky,127,1285,1451
2011,big_sky,127,1294,1319
2011,big_sky,128,1294,1285
2011,big_south,120,1157,1205
2011,big_south,120,1219,1251
2011,big_south,120,1421,1149
2011,big_south,120,1440,1457
2011,big_south,122,1157,1440
2011,big_south,122,1421,1219
2011,big_south,124,1421,1157
2011,big_ten,129,1277,1234
2011,big_ten,129,1321,1278
2011,big_ten,129,1336,1231
2011,big_ten,130,1276,1228
2011,big_ten,130,1277,1345
2011,big_ten,130,1326,1321
2011,big_ten,130,1336,1458
2011,big_ten,131,1326,1276
2011,big_ten,131,1336,1277
2011,big_ten,132,1326,1336
2011,big_twelve,128,1160,1235
2011,big_twelve,128,1281,1403
2011,big_twelve,128,1328,1124
2011,big_twelve,128,1329,1304
2011,big_twelve,129,1160,1243
2011,big_twelve,129,1242,1329
2011,big_twelve,129,1400,1328
2011,big_twelve,129,1401,1281
2011,big_twelve,130,1242,1160
2011,big_twelve,130,1400,1401
2011,big_twelve,131,1242,1400
2011,big_west,129,1169,1168
2011,big_west,129,1253,1414
2011,big_west,129,1364,1334
2011,big_west,129,1415,1142
2011,big_west,130,1253,1415
2011,big_west,130,1364,1169
2011,big_west,131,1364,1253
2011,caa,123,1174,1318
2011,caa,123,1180,1406
2011,caa,123,1209,1423
2011,caa,123,1456,1241
2011,caa,124,1206,1209
2011,caa,124,1220,1456
2011,caa,124,1330,1174
2011,caa,124,1433,1180
2011,caa,125,1330,1220
2011,caa,125,1433,1206
2011,caa,126,1330,1433
2011,cusa,128,1187,1416
2011,cusa,128,1267,1222
2011,cusa,128,1349,1374
2011,cusa,128,1379,1408
2011,cusa,129,1187,1412
2011,cusa,129,1272,1379
2011,cusa,129,1409,1349
2011,cusa,129,1431,1267
2011,cusa,130,1272,1187
2011,cusa,130,1431,1409
2011,cusa,131,1272,1431
2011,gwc,129,1223,1312
2011,gwc,129,1315,1410
2011,gwc,129,1377,1152
2011,gwc,130,1315,1223
2011,gwc,130,1377,1430
2011,gwc,131,1315,1377
2011,horizon,120,1156,1227
2011,horizon,120,1178,1260
2011,horizon,120,1434,1464
2011,horizon,120,1460,1453
2011,horizon,123,1156,1460
2011,horizon,123,1434,1178
2011,horizon,124,1139,1156
2011,horizon,124,1454,1434
2011,horizon,127,1139,1454
2011,maac,123,1265,1310
2011,maac,123,1373,1264
2011,maac,124,1193,1265
2011,maac,124,1233,1373
2011,maac,124,1351,1145
2011,maac,124,1389,1259
2011,maac,125,1233,1351
2011,maac,125,1389,1193
2011,maac,126,1389,1233
2011,mac,127,1103,1185
2011,mac,127,1132,1296
2011,mac,127,1138,1141
2011,mac,127,1325,1405
2011,mac,129,1103,1275
2011,mac,129,1123,1325
2011,mac,129,1245,1138
2011,mac,129,1444,1132
2011,mac,130,1103,1444
2011,mac,130,1245,1123
2011,mac,131,1103,1245
2011,meac,127,1271,1197
2011,meac,127,1354,1175
2011,meac,128,1126,1354
2011,meac,128,1214,1271
2011,meac,128,1313,1224
2011,meac,129,1288,1299
2011,meac,129,1313,1164
2011,meac,130,1214,1313
2011,meac,130,1288,1126
2011,meac,131,1214,1288
2011,mvc,122,1133,1179
2011,mvc,122,1356,1229
2011,mvc,123,1166,1320
2011,mvc,123,1232,1191
2011,mvc,123,1283,1356
2011,mvc,123,1455,1133
2011,mvc,124,1232,1455
2011,mvc,124,1283,1166
2011,mvc,125,1232,1283
2011,mwc,128,1395,1461
2011,mwc,129,1140,1395
2011,mwc,129,1307,1161
2011,mwc,129,1361,1428
2011,mwc,129,1424,1102
2011,mwc,130,1140,1307
2011,mwc,130,1361,1424
2011,mwc,131,1361,1140
2011,nec,122,1148,1383
2011,nec,122,1254,1384
2011,nec,122,1346,1291
2011,nec,122,1352,1447
2011,nec,125,1254,1148
2011,nec,125,1352,1346
2011,nec,128,1254,1352
2011,ovc,121,1369,1184
2011,ovc,121,1404,1398
2011,ovc,122,1122,1369
2011,ovc,122,1399,1404
2011,ovc,123,1287,1122
2011,ovc,123,1399,1293
2011,ovc,124,1287,1399
2011,pac_ten,128,1332,1113
2011,pac_ten,128,1333,1390
2011,pac_ten,129,1112,1333
2011,pac_ten,129,1332,1417
2011,pac_ten,129,1425,1143
2011,pac_ten,129,1449,1450
2011,pac_ten,130,1112,1425
2011,pac_ten,130,1449,1332
2011,pac_ten,131,1449,1112
2011,patriot,121,1110,1159
2011,patriot,121,1137,1119
2011,patriot,121,1248,1221
2011,patriot,121,1250,1298
2011,patriot,125,1137,1250
2011,patriot,125,1248,1110
2011,patriot,130,1137,1248
2011,sec,129,1208,1120
2011,sec,129,1279,1376
2011,sec,129,1397,1116
2011,sec,129,1435,1261
2011,sec,130,1104,1208
2011,sec,130,1196,1397
2011,sec,130,1246,1279
2011,sec,130,1435,1280
2011,sec,131,1196,1435
2011,sec,131,1246,1104
2011,sec,132,1246,1196
2011,southern,123,1111,1204
2011,southern,123,1189,1154
2011,southern,123,1202,1359
2011,southern,123,1422,1172
2011,southern,124,1158,1189
2011,southern,124,1202,1151
2011,southern,124,1441,1422
2011,southern,124,1459,1111
2011,southern,125,1158,1202
2011,southern,125,1459,1441
2011,southern,126,1459,1158
2011,southland,128,1270,1311
2011,southland,128,1358,1372
2011,southland,128,1402,1368
2011,southland,128,1427,1322
2011,southland,129,1270,1402
2011,southland,129,1427,1358
2011,southland,131,1427,1270
2011,summit,124,1324,1381
2011,summit,124,1331,1295
2011,summit,125,1237,1282
2011,summit,125,1355,1236
2011,summit,126,1324,1355
2011,summit,126,1331,1237
2011,summit,127,1324,1331
2011,sun_belt,124,1114,1375
2011,sun_belt,124,1198,1176
2011,sun_belt,124,1317,1407
2011,sun_belt,124,1443,1419
2011,sun_belt,125,1114,1117
2011,sun_belt,125,1292,1198
2011,sun_belt,125,1317,1194
2011,sun_belt,125,1443,1418
2011,sun_belt,126,1114,1292
2011,sun_belt,126,1317,1443
2011,sun_belt,127,1114,1317
2011,swac,128,1238,1341
2011,swac,128,1411,1115
2011,swac,129,1106,1105
2011,swac,129,1212,1290
2011,swac,130,1106,1411
2011,swac,130,1212,1238
2011,swac,131,1106,1212
2011,wac,128,1305,1201
2011,wac,128,1363,1218
2011,wac,129,1308,1305
2011,wac,129,1363,1225
2011,wac,130,1129,1308
2011,wac,130,1429,1363
2011,wac,131,1429,1129
2011,wcc,123,1258,1339
2011,wcc,123,1337,1360
2011,wcc,124,1362,1337
2011,wcc,124,1365,1258
2011,wcc,125,1211,1362
2011,wcc,125,1388,1365
2011,wcc,126,1211,1388
2012,a_sun,121,1125,1239
2012,a_sun,121,1273,1252
2012,a_sun,122,1190,1316
2012,a_sun,122,1195,1367
2012,a_sun,123,1125,1190
2012,a_sun,123,1195,1273
2012,a_sun,124,1125,1195
2012,a_ten,127,1173,1203
2012,a_ten,127,1247,1350
2012,a_ten,127,1269,1182
2012,a_ten,127,1386,1150
2012,a_ten,130,1269,1396
2012,a_ten,130,1382,1386
2012,a_ten,130,1387,1247
2012,a_ten,130,1462,1173
2012,a_ten,131,1382,1269
2012,a_ten,131,1462,1387
2012,a_ten,132,1382,1462
2012,acc,129,1268,1448
2012,acc,129,1274,1210
2012,acc,129,1301,1130
2012,acc,129,1439,1155
2012,acc,130,1181,1439
2012,acc,130,1199,1274
2012,acc,130,1301,1438
2012,acc,130,1314,1268
2012,acc,131,1199,1181
2012,acc,131,1314,1301
2012,acc,132,1199,1314
2012,aec,122,1127,1420
2012,aec,124,1107,1306
2012,aec,124,1216,1131
2012,aec,124,1392,1127
2012,aec,124,1436,1263
2012,aec,125,1392,1107
2012,aec,125,1436,1216
2012,aec,131,1436,1392
2012,big_east,127,1163,1177
2012,big_east,127,1338,1385
2012,big_east,127,1371,1344
2012,big_east,127,1437,1353
2012,big_east,128,1163,1452
2012,big_east,128,1207,1338
2012,big_east,128,1257,1371
2012,big_east,128,1378,1437
2012,big_east,129,1153,1207
2012,big_east,129,1257,1266
2012,big_east,129,1323,1378
2012,big_east,129,1393,1163
2012,big_east,130,1153,1393
2012,big_east,130,1257,1323
2012,big_east,131,1257,1153
2012,big_sky,124,1186,1226
2012,big_sky,124,1340,1286
2012,big_sky,127,1285,1186
2012,big_sky,127,1451,1340
2012,big_sky,128,1285,1451
2012,big_south,119,1219,1205
2012,big_south,119,1440,1347
2012,big_south,121,1149,1251
2012,big_south,121,1421,1219
2012,big_south,121,1440,1157
2012,big_south,121,1457,1144
2012,big_south,122,1421,1149
2012,big_south,122,1440,1457
2012,big_south,124,1421,1440
2012,big_ten,129,1231,1336
2012,big_ten,129,1234,1228
2012,big_ten,129,1278,1321
2012,big_ten,129,1345,1304
2012,big_ten,130,1276,1278
2012,big_ten,130,1277,1234
2012,big_ten,130,1326,1345
2012,big_ten,130,1458,1231
2012,big_ten,131,1277,1458
2012,big_ten,131,1326,1276
2012,big_ten,132,1277,1326
2012,big_twelve,128,1329,1403
2012,big_twelve,128,1401,1328
2012,big_twelve,129,1124,1243
2012,big_twelve,129,1242,1401
2012,big_twelve,129,1281,1329
2012,big_twelve,129,1400,1235
2012,big_twelve,130,1124,1242
2012,big_twelve,130,1281,1400
2012,big_twelve,131,1281,1124
2012,big_west,129,1142,1415
2012,big_west,129,1253,1413
2012,big_west,129,1364,1334
2012,big_west,129,1414,1168
2012,big_west,130,1253,1414
2012,big_west,130,1364,1142
2012,big_west,131,1253,1364
2012,caa,123,1174,1406
2012,caa,123,1209,1220
2012,caa,123,1318,1456
2012,caa,123,1423,1241
2012,caa,124,1180,1423
2012,caa,124,1206,1209
2012,caa,124,1330,1174
2012,caa,124,1433,1318
2012,caa,125,1180,1330
2012,caa,125,1433,1206
2012,caa,126,1433,1180
2012,cusa,128,1187,1349
2012,cusa,128,1267,1374
2012,cusa,128,1412,1408
2012,cusa,128,1431,1222
2012,cusa,129,1267,1409
2012,cusa,129,1272,1431
2012,cusa,129,1379,1187
2012,cusa,129,1416,1412
2012,cusa,130,1267,1379
2012,cusa,130,1272,1416
2012,cusa,131,1272,1267
2012,gwc,129,1312,1223
2012,gwc,130,1312,1430
2012,gwc,130,1315,1410
2012,gwc,131,1315,1312
2012,horizon,120,1139,1460
2012,horizon,120,1178,1260
2012,horizon,120,1454,1227
2012,horizon,120,1464,1453
2012,horizon,123,1139,1454
2012,horizon,123,1178,1464
2012,horizon,124,1178,1156
2012,horizon,124,1434,1139
2012,horizon,127,1178,1434
2012,maac,123,1265,1389
2012,maac,123,1310,1145
2012,maac,124,1193,1351
2012,maac,124,1233,1265
2012,maac,124,1259,1310
2012,maac,124,1373,1264
2012,maac,125,1193,1233
2012,maac,125,1259,1373
2012,maac,126,1259,1193
2012,mac,126,1141,1132
2012,mac,126,1296,1185
2012,mac,126,1405,1275
2012,mac,126,1444,1123
2012,mac,128,1405,1141
2012,mac,128,1444,1296
2012,mac,129,1245,1444
2012,mac,129,1325,1405
2012,mac,130,1103,1245
2012,mac,130,1325,1138
2012,mac,131,1325,1103
2012,meac,127,1126,1354
2012,meac,127,1197,1164
2012,meac,127,1214,1288
2012,meac,127,1224,1299
2012,meac,127,1300,1271
2012,meac,128,1214,1366
2012,meac,128,1313,1224
2012,meac,129,1126,1300
2012,meac,129,1197,1175
2012,meac,130,1126,1214
2012,meac,130,1313,1197
2012,meac,131,1313,1126
2012,mvc,122,1179,1133
2012,mvc,122,1232,1356
2012,mvc,123,1166,1179
2012,mvc,123,1191,1283
2012,mvc,123,1229,1320
2012,mvc,123,1455,1232
2012,mvc,124,1166,1191
2012,mvc,124,1229,1455
2012,mvc,125,1166,1229
2012,mwc,129,1161,1395
2012,mwc,129,1307,1102
2012,mwc,129,1361,1129
2012,mwc,129,1424,1461
2012,mwc,130,1307,1424
2012,mwc,130,1361,1161
2012,mwc,131,1307,1361
2012,nec,122,1254,1357
2012,nec,122,1346,1383
2012,nec,122,1352,1284
2012,nec,122,1447,1148
2012,nec,125,1254,1346
2012,nec,125,1352,1447
2012,nec,128,1254,1352
2012,ovc,121,1240,1122
2012,ovc,121,1369,1184
2012,ovc,122,1287,1240
2012,ovc,122,1399,1369
2012,ovc,123,1293,1399
2012,ovc,123,1398,1287
2012,ovc,124,1293,1398
2012,pac_twelve,128,1160,1428
2012,pac_twelve,128,1333,1450
2012,pac_twelve,128,1390,1113
2012,pac_twelve,128,1417,1425
2012,pac_twelve,129,1112,1417
2012,pac_twelve,129,1143,1390
2012,pac_twelve,129,1160,1332
2012,pac_twelve,129,1333,1449
2012,pac_twelve,130,1112,1333
2012,pac_twelve,130,1160,1143
2012,pac_twelve,131,1160,1112
2012,patriot,121,1110,1119
2012,patriot,121,1137,1298
2012,patriot,121,1248,1221
2012,patriot,121,1250,1159
2012,patriot,124,1137,1248
2012,patriot,124,1250,1110
2012,patriot,128,1250,1137
2012,sec,129,1104,1376
2012,sec,129,1208,1280
2012,sec,129,1261,1116
2012,sec,129,1279,1120
2012,sec,130,1196,1104
2012,sec,130,1246,1261
2012,sec,130,1279,1397
2012,sec,130,1435,1208
2012,sec,131,1246,1196
2012,sec,131,1435,1279
2012,sec,132,1435,1246
2012,southern,123,1111,1158
2012,southern,123,1202,1359
2012,southern,123,1204,1151
2012,southern,123,1441,1154
2012,southern,124,1172,1202
2012,southern,124,1189,1204
2012,southern,124,1422,1111
2012,southern,124,1441,1459
2012,southern,125,1172,1189
2012,southern,125,1441,1422
2012,southern,126,1172,1441
2012,southland,128,1249,1322
2012,southland,128,1270,1427
2012,southland,128,1372,1358
2012,southland,128,1426,1311
2012,southland,129,1249,1372
2012,southland,129,1270,1426
2012,southland,131,1249,1270
2012,summit,124,1331,1236
2012,summit,124,1355,1237
2012,summit,125,1381,1324
2012,summit,125,1442,1295
2012,summit,126,1355,1381
2012,summit,126,1442,1331
2012,summit,127,1355,1442
2012,sun_belt,124,1117,1194
2012,sun_belt,124,1375,1407
2012,sun_belt,124,1443,1198
2012,sun_belt,125,1117,1292
2012,sun_belt,125,1176,1375
2012,sun_belt,125,1317,1418
2012,sun_belt,125,1443,1114
2012,sun_belt,126,1317,1117
2012,sun_belt,126,1443,1176
2012,sun_belt,127,1443,1317
2012,swac,128,1290,1238
2012,swac,128,1411,1105
2012,swac,129,1108,1341
2012,swac,129,1115,1106
2012,swac,130,1290,1115
2012,swac,130,1411,1108
2012,swac,131,1290,1411
2012,wac,129,1218,1225
2012,wac,129,1256,1429
2012,wac,129,1305,1363
2012,wac,129,1308,1201
2012,wac,130,1256,1305
2012,wac,130,1308,1218
2012,wac,131,1308,1256
2012,wcc,121,1339,1365
2012,wcc,122,1360,1337
2012,wcc,122,1362,1339
2012,wcc,123,1140,1360
2012,wcc,123,1362,1258
2012,wcc,124,1211,1140
2012,wcc,124,1388,1362
2012,wcc,126,1388,1211
2013,a_sun,121,1195,1316
2013,a_sun,121,1273,1252
2013,a_sun,122,1367,1239
2013,a_sun,122,1391,1190
2013,a_sun,123,1195,1391
2013,a_sun,123,1273,1367
2013,a_sun,124,1195,1273
2013,a_ten,129,1139,1173
2013,a_ten,129,1150,1350
2013,a_ten,129,1269,1203
2013,a_ten,129,1386,1462
2013,a_ten,130,1139,1247
2013,a_ten,130,1269,1396
2013,a_ten,130,1387,1150
2013,a_ten,130,1433,1386
2013,a_ten,131,1387,1139
2013,a_ten,131,1433,1269
2013,a_ten,132,1387,1433
2013,acc,129,1130,1210
2013,acc,129,1199,1155
2013,acc,129,1268,1448
2013,acc,129,1301,1439
2013,acc,130,1268,1181
2013,acc,130,1274,1130
2013,acc,130,1301,1438
2013,acc,130,1314,1199
2013,acc,131,1274,1301
2013,acc,131,1314,1268
2013,acc,132,1274,1314
2013,aec,124,1107,1263
2013,aec,124,1392,1127
2013,aec,124,1420,1216
2013,aec,124,1436,1306
2013,aec,125,1107,1392
2013,aec,125,1436,1420
2013,aec,131,1107,1436
2013,big_east,127,1353,1177
2013,big_east,127,1371,1378
2013,big_east,128,1153,1344
2013,big_east,128,1323,1353
2013,big_east,128,1393,1371
2013,big_east,128,1437,1385
2013,big_east,129,1207,1153
2013,big_east,129,1257,1437
2013,big_east,129,1323,1266
2013,big_east,129,1393,1338
2013,big_east,130,1257,1323
2013,big_east,130,1393,1207
2013,big_east,131,1257,1393
2013,big_sky,129,1294,1286
2013,big_sky,129,1315,1381
2013,big_sky,129,1451,1319
2013,big_sky,130,1285,1294
2013,big_sky,130,1451,1315
2013,big_sky,131,1285,1451
2013,big_south,120,1144,1342
2013,big_south,120,1251,1157
2013,big_south,120,1255,1421
2013,big_south,120,1457,1347
2013,big_south,122,1149,1457
2013,big_south,122,1205,1144
2013,big_south,122,1251,1219
2013,big_south,122,1440,1255
2013,big_south,124,1149,1440
2013,big_south,124,1251,1205
2013,big_south,125,1251,1149
2013,big_ten,129,1228,1278
2013,big_ten,129,1234,1321
2013,big_ten,129,1276,1336
2013,big_ten,129,1304,1345
2013,big_ten,130,1231,1228
2013,big_ten,130,1277,1234
2013,big_ten,130,1326,1304
2013,big_ten,130,1458,1276
2013,big_ten,131,1326,1277
2013,big_ten,131,1458,1231
2013,big_ten,132,1326,1458
2013,big_twelve,128,1400,1395
2013,big_twelve,128,1403,1452
2013,big_twelve,129,1235,1328
2013,big_twelve,129,1242,1403
2013,big_twelve,129,1243,1400
2013,big_twelve,129,1329,1124
2013,big_twelve,130,1242,1235
2013,big_twelve,130,1243,1329
2013,big_twelve,131,1242,1243
2013,big_west,129,1142,1413
2013,big_west,129,1253,1168
2013,big_west,129,1334,1364
2013,big_west,129,1414,1218
2013,big_west,130,1334,1142
2013,big_west,130,1414,1253
2013,big_west,131,1334,1414
2013,caa,124,1174,1220
2013,caa,124,1206,1180
2013,caa,124,1241,1456
2013,caa,125,1241,1174
2013,caa,125,1318,1206
2013,caa,126,1241,1318
2013,cusa,128,1222,1349
2013,cusa,128,1408,1267
2013,cusa,128,1412,1374
2013,cusa,129,1272,1408
2013,cusa,129,1379,1412
2013,cusa,129,1409,1187
2013,cusa,129,1431,1222
2013,cusa,130,1272,1409
2013,cusa,130,1379,1431
