Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WTeam_MOR,WTeam_KPOM,LTeam_MOR,LTeam_KPOM,WPoss,LPoss,WeFG%,LeFG%,WORB%,LORB%,WDRB%,LDRB%,WFTR,LFTR,WFT%,LFT%,WTO%,LTO%
2010,136,1325,97,1207,83,N,0,32,55,13,23,20,26,8,18,15,12,6,3,18,31,61,8,22,13,19,14,17,14,18,5,5,21,101.0,100.0,7.0,11.0,71.0,73.0,0.7,0.5737704918032787,0.32,0.4375,0.5625,0.68,0.4727272727272727,0.3114754098360656,0.7692307692307693,0.6842105263157895,0.16901408450704225,0.2465753424657534
2010,136,1330,51,1323,50,N,0,20,48,3,13,8,12,9,22,11,8,7,2,9,21,59,6,26,2,3,16,22,12,10,6,2,14,47.0,33.0,21.0,38.0,53.0,53.0,0.4479166666666667,0.4067796610169492,0.2903225806451613,0.42105263157894735,0.5789473684210527,0.7096774193548387,0.25,0.05084745762711865,0.6666666666666666,0.6666666666666666,0.1509433962264151,0.18867924528301888
2010,136,1388,80,1350,71,N,0,26,53,8,19,20,28,19,21,11,13,5,3,15,25,53,10,21,11,13,4,13,10,9,6,2,23,49.0,43.0,53.0,48.0,61.0,63.0,0.5660377358490566,0.5660377358490566,0.59375,0.16,0.84,0.40625,0.5283018867924528,0.24528301886792453,0.7142857142857143,0.8461538461538461,0.21311475409836064,0.14285714285714285
2010,136,1397,62,1361,59,N,0,20,52,8,17,14,18,13,19,10,11,3,3,19,20,52,3,18,16,21,11,22,10,10,3,6,16,27.0,35.0,48.0,40.0,58.0,59.0,0.46153846153846156,0.41346153846153844,0.37142857142857144,0.36666666666666664,0.6333333333333333,0.6285714285714286,0.34615384615384615,0.40384615384615385,0.7777777777777778,0.7619047619047619,0.1896551724137931,0.1694915254237288
2010,136,1437,73,1352,70,N,1,18,51,6,22,31,40,11,18,9,16,13,10,19,22,55,5,20,21,26,11,24,8,21,10,2,31,16.0,15.0,158.0,188.0,74.0,74.0,0.4117647058823529,0.44545454545454544,0.3142857142857143,0.3793103448275862,0.6206896551724138,0.6857142857142857,0.7843137254901961,0.4727272727272727,0.775,0.8076923076923077,0.21621621621621623,0.28378378378378377
2010,136,1448,81,1400,80,N,1,30,70,6,18,15,24,20,39,15,20,2,4,24,26,69,8,24,20,33,10,24,11,5,11,4,20,58.0,50.0,30.0,17.0,81.0,79.0,0.4714285714285714,0.43478260869565216,0.45454545454545453,0.20408163265306123,0.7959183673469388,0.5454545454545454,0.34285714285714286,0.4782608695652174,0.625,0.6060606060606061,0.24691358024691357,0.06329113924050633
2010,136,1449,80,1266,78,N,0,30,55,9,14,11,16,7,21,21,12,4,6,15,27,51,12,19,12,15,5,17,16,13,8,1,17,12.0,29.0,32.0,28.0,66.0,66.0,0.6272727272727273,0.6470588235294118,0.2916666666666667,0.19230769230769232,0.8076923076923077,0.7083333333333334,0.2909090909090909,0.29411764705882354,0.6875,0.8,0.18181818181818182,0.19696969696969696
2010,137,1143,77,1257,62,N,0,26,51,8,15,17,22,7,21,17,14,8,3,14,26,60,5,19,5,9,15,22,13,15,9,1,19,15.0,14.0,33.0,39.0,68.0,64.0,0.5882352941176471,0.475,0.2413793103448276,0.4166666666666667,0.5833333333333334,0.7586206896551724,0.43137254901960786,0.15,0.7727272727272727,0.5555555555555556,0.20588235294117646,0.234375
2010,137,1165,78,1396,65,N,0,27,48,9,23,15,19,10,20,10,11,7,2,12,27,52,5,17,6,9,7,13,14,11,3,4,20,70.0,66.0,35.0,18.0,58.0,60.0,0.65625,0.5673076923076923,0.43478260869565216,0.25925925925925924,0.7407407407407407,0.5652173913043478,0.3958333333333333,0.17307692307692307,0.7894736842105263,0.6666666666666666,0.1896551724137931,0.18333333333333332
2010,137,1181,73,1115,44,N,0,24,47,6,13,19,28,13,28,12,14,5,4,12,17,53,4,19,6,7,9,15,8,16,7,4,19,2.0,1.0,269.0,238.0,62.0,63.0,0.574468085106383,0.3584905660377358,0.4642857142857143,0.24324324324324326,0.7567567567567568,0.5357142857142857,0.5957446808510638,0.1320754716981132,0.6785714285714286,0.8571428571428571,0.22580645161290322,0.25396825396825395
2010,137,1210,64,1329,59,N,0,19,44,2,10,24,25,10,22,11,13,8,1,15,22,44,6,22,9,13,3,14,12,11,8,1,20,31.0,27.0,37.0,44.0,57.0,58.0,0.45454545454545453,0.5681818181818182,0.4166666666666667,0.12,0.88,0.5833333333333334,0.5681818181818182,0.29545454545454547,0.96,0.6923076923076923,0.22807017543859648,0.1896551724137931
2010,137,1211,67,1199,60,N,0,21,42,3,10,22,30,6,32,11,15,5,5,19,21,59,6,20,12,20,11,21,15,8,7,4,22,60.0,56.0,25.0,19.0,65.0,65.0,0.5357142857142857,0.4067796610169492,0.2222222222222222,0.2558139534883721,0.7441860465116279,0.7777777777777778,0.7142857142857143,0.3389830508474576,0.7333333333333333,0.6,0.23076923076923078,0.12307692307692308
2010,137,1268,89,1222,77,N,0,32,68,4,17,21,25,17,33,18,10,2,4,20,25,60,7,20,20,32,9,20,7,6,6,1,19,10.0,10.0,74.0,85.0,71.0,72.0,0.5,0.475,0.4594594594594595,0.21428571428571427,0.7857142857142857,0.5405405405405406,0.36764705882352944,0.5333333333333333,0.84,0.625,0.14084507042253522,0.08333333333333333
2010,137,1277,70,1308,67,N,0,20,53,7,19,23,33,14,26,16,9,5,4,22,23,57,8,21,13,22,15,25,8,11,7,3,23,18.0,24.0,99.0,115.0,64.0,64.0,0.44339622641509435,0.47368421052631576,0.358974358974359,0.36585365853658536,0.6341463414634146,0.6410256410256411,0.6226415094339622,0.38596491228070173,0.696969696969697,0.5909090909090909,0.140625,0.171875
2010,137,1281,86,1155,78,N,0,30,58,5,17,21,29,9,21,21,9,15,3,16,28,63,12,24,10,14,18,23,14,20,2,1,22,28.0,21.0,22.0,16.0,71.0,72.0,0.5603448275862069,0.5396825396825397,0.28125,0.46153846153846156,0.5384615384615384,0.71875,0.5,0.2222222222222222,0.7241379310344828,0.7142857142857143,0.1267605633802817,0.2777777777777778
2010,137,1326,68,1364,51,N,0,21,52,10,22,16,18,8,30,14,9,5,12,12,20,62,6,19,5,7,12,23,11,9,6,2,16,3.0,4.0,156.0,152.0,60.0,61.0,0.5,0.3709677419354839,0.25806451612903225,0.2857142857142857,0.7142857142857143,0.7419354838709677,0.34615384615384615,0.11290322580645161,0.8888888888888888,0.7142857142857143,0.15,0.14754098360655737
2010,137,1338,89,1324,66,N,0,30,56,4,12,25,36,9,29,18,15,10,1,26,19,57,4,21,24,32,11,21,8,17,8,1,25,20.0,30.0,117.0,141.0,78.0,77.0,0.5714285714285714,0.3684210526315789,0.3,0.275,0.725,0.7,0.6428571428571429,0.5614035087719298,0.6944444444444444,0.75,0.19230769230769232,0.22077922077922077
2010,137,1345,72,1373,64,N,0,27,59,5,17,13,19,6,32,21,14,8,7,14,23,70,3,12,15,18,15,30,9,14,7,1,16,17.0,13.0,65.0,58.0,76.0,76.0,0.5,0.35,0.16666666666666666,0.3191489361702128,0.6808510638297872,0.8333333333333334,0.3220338983050847,0.2571428571428571,0.6842105263157895,0.8333333333333334,0.18421052631578946,0.18421052631578946
2010,137,1393,79,1436,56,N,0,30,55,10,22,9,11,13,27,24,16,8,8,14,23,66,5,22,5,10,16,13,13,9,8,1,11,6.0,5.0,115.0,129.0,62.0,62.0,0.6363636363636364,0.38636363636363635,0.5,0.37209302325581395,0.627906976744186,0.5,0.2,0.15151515151515152,0.8181818181818182,0.5,0.25806451612903225,0.14516129032258066
2010,137,1401,69,1429,53,N,0,25,51,8,18,11,14,7,32,12,11,4,1,13,24,62,5,20,0,4,10,21,8,9,4,3,18,19.0,23.0,26.0,20.0,61.0,63.0,0.5686274509803921,0.4274193548387097,0.25,0.23809523809523808,0.7619047619047619,0.75,0.27450980392156865,0.06451612903225806,0.7857142857142857,0.0,0.18032786885245902,0.14285714285714285
2010,137,1452,77,1288,50,N,0,24,58,4,15,25,31,14,35,20,9,7,4,16,18,61,3,19,11,20,13,25,3,12,6,7,22,9.0,8.0,181.0,149.0,68.0,69.0,0.4482758620689655,0.319672131147541,0.358974358974359,0.2708333333333333,0.7291666666666666,0.6410256410256411,0.5344827586206896,0.32786885245901637,0.8064516129032258,0.55,0.1323529411764706,0.17391304347826086
2010,137,1458,53,1459,49,N,0,20,54,1,9,12,19,10,20,3,4,7,0,14,20,48,3,7,6,13,11,26,7,11,1,2,15,5.0,3.0,98.0,87.0,56.0,54.0,0.37962962962962965,0.4479166666666667,0.2777777777777778,0.3548387096774194,0.6451612903225806,0.7222222222222222,0.35185185185185186,0.2708333333333333,0.631578947368421,0.46153846153846156,0.07142857142857142,0.2037037037037037
2010,137,1462,65,1278,54,N,0,23,67,7,20,12,19,20,30,15,6,6,3,16,19,62,7,26,9,14,16,25,14,8,2,11,18,23.0,22.0,13.0,25.0,60.0,60.0,0.39552238805970147,0.3629032258064516,0.4444444444444444,0.34782608695652173,0.6521739130434783,0.5555555555555556,0.2835820895522388,0.22580645161290322,0.631578947368421,0.6428571428571429,0.1,0.13333333333333333
2010,138,1124,76,1330,68,N,0,28,54,8,20,12,17,11,19,15,13,8,6,19,23,53,6,13,16,22,14,17,16,14,9,3,18,11.0,12.0,47.0,33.0,64.0,63.0,0.5925925925925926,0.49056603773584906,0.39285714285714285,0.42424242424242425,0.5757575757575758,0.6071428571428571,0.3148148148148148,0.41509433962264153,0.7058823529411765,0.7272727272727273,0.203125,0.2222222222222222
2010,138,1139,54,1293,52,N,0,18,50,7,20,11,19,7,15,10,6,6,1,14,19,44,9,14,5,12,11,28,12,18,3,3,17,24.0,26.0,75.0,57.0,58.0,56.0,0.43,0.5340909090909091,0.2,0.4230769230769231,0.5769230769230769,0.8,0.38,0.2727272727272727,0.5789473684210527,0.4166666666666667,0.10344827586206896,0.32142857142857145
2010,138,1243,84,1140,72,N,0,23,56,11,27,27,30,15,24,14,15,7,3,20,21,53,5,16,25,28,9,20,12,13,7,2,24,8.0,9.0,14.0,7.0,69.0,69.0,0.5089285714285714,0.44339622641509435,0.42857142857142855,0.2727272727272727,0.7272727272727273,0.5714285714285714,0.5357142857142857,0.5283018867924528,0.9,0.8928571428571429,0.21739130434782608,0.18840579710144928
2010,138,1246,90,1448,60,N,0,38,63,7,21,7,17,14,28,21,11,6,6,21,21,64,2,15,16,26,19,15,12,11,6,3,17,4.0,6.0,58.0,50.0,69.0,68.0,0.6587301587301587,0.34375,0.4827586206896552,0.40425531914893614,0.5957446808510638,0.5172413793103449,0.2698412698412698,0.40625,0.4117647058823529,0.6153846153846154,0.15942028985507245,0.16176470588235295
2010,138,1320,69,1242,67,N,0,22,55,9,26,16,19,11,19,11,9,9,1,16,24,54,6,23,13,18,14,24,9,15,5,3,19,41.0,32.0,1.0,2.0,61.0,63.0,0.4818181818181818,0.5,0.3142857142857143,0.42424242424242425,0.5757575757575758,0.6857142857142857,0.34545454545454546,0.3333333333333333,0.8421052631578947,0.7222222222222222,0.14754098360655737,0.23809523809523808
2010,138,1388,75,1437,68,N,0,24,48,7,19,20,26,6,27,6,12,2,3,12,25,69,7,19,11,11,15,17,9,7,5,2,18,49.0,43.0,16.0,15.0,65.0,64.0,0.5729166666666666,0.41304347826086957,0.2608695652173913,0.35714285714285715,0.6428571428571429,0.7391304347826086,0.5416666666666666,0.15942028985507245,0.7692307692307693,1.0,0.18461538461538463,0.109375
2010,138,1397,83,1325,68,N,0,34,60,5,14,10,18,11,30,21,16,8,3,22,22,58,10,26,14,26,14,19,15,14,9,1,17,27.0,35.0,101.0,100.0,74.0,71.0,0.6083333333333333,0.46551724137931033,0.36666666666666664,0.3181818181818182,0.6818181818181818,0.6333333333333333,0.3,0.4482758620689655,0.5555555555555556,0.5384615384615384,0.21621621621621623,0.19718309859154928
2010,138,1449,82,1307,64,N,0,32,66,8,17,10,20,12,28,21,5,6,7,18,26,66,5,17,7,17,13,25,7,11,1,1,18,12.0,29.0,59.0,47.0,68.0,71.0,0.5454545454545454,0.4318181818181818,0.32432432432432434,0.3170731707317073,0.6829268292682927,0.6756756756756757,0.30303030303030304,0.25757575757575757,0.5,0.4117647058823529,0.07352941176470588,0.15492957746478872
2010,139,1165,87,1458,69,N,0,33,54,8,15,13,16,9,20,14,8,8,1,14,24,49,8,25,13,17,8,13,13,10,6,1,16,70.0,66.0,5.0,3.0,60.0,59.0,0.6851851851851852,0.5714285714285714,0.4090909090909091,0.2857142857142857,0.7142857142857143,0.5909090909090909,0.2962962962962963,0.3469387755102041,0.8125,0.7647058823529411,0.13333333333333333,0.1694915254237288
2010,139,1181,68,1143,53,N,0,27,57,3,17,11,17,11,23,11,5,4,5,15,19,48,3,12,12,16,9,24,6,11,3,1,18,2.0,1.0,15.0,14.0,59.0,57.0,0.5,0.4270833333333333,0.3142857142857143,0.28125,0.71875,0.6857142857142857,0.2982456140350877,0.3333333333333333,0.6470588235294118,0.75,0.0847457627118644,0.19298245614035087
2010,139,1277,85,1268,83,N,0,32,58,10,18,11,14,13,29,18,19,3,5,19,29,66,9,19,16,20,10,14,20,6,8,0,14,18.0,24.0,10.0,10.0,70.0,71.0,0.6379310344827587,0.5075757575757576,0.48148148148148145,0.2564102564102564,0.7435897435897436,0.5185185185185185,0.2413793103448276,0.30303030303030304,0.7857142857142857,0.8,0.2714285714285714,0.08450704225352113
2010,139,1326,75,1210,66,N,0,25,51,8,21,17,23,7,22,17,18,8,3,17,24,58,4,20,14,19,12,21,14,21,12,0,24,3.0,4.0,31.0,27.0,72.0,75.0,0.5686274509803921,0.4482758620689655,0.25,0.35294117647058826,0.6470588235294118,0.75,0.45098039215686275,0.3275862068965517,0.7391304347826086,0.7368421052631579,0.25,0.28
2010,139,1345,63,1401,61,N,1,26,63,6,17,5,6,5,34,11,12,12,6,18,23,65,5,17,10,17,14,31,14,14,8,3,13,17.0,13.0,19.0,23.0,72.0,73.0,0.4603174603174603,0.3923076923076923,0.1388888888888889,0.2916666666666667,0.7083333333333334,0.8611111111111112,0.09523809523809523,0.26153846153846155,0.8333333333333334,0.5882352941176471,0.16666666666666666,0.1917808219178082
2010,139,1393,87,1211,65,N,0,29,53,12,25,17,23,8,30,17,15,4,2,17,25,60,3,21,12,20,11,16,14,11,8,3,18,6.0,5.0,60.0,56.0,70.0,70.0,0.660377358490566,0.44166666666666665,0.3333333333333333,0.2682926829268293,0.7317073170731707,0.6666666666666666,0.4339622641509434,0.3333333333333333,0.7391304347826086,0.6,0.21428571428571427,0.15714285714285714
2010,139,1452,68,1281,59,N,0,19,47,5,15,25,33,13,28,12,10,4,5,16,20,61,7,21,12,20,17,21,13,7,6,8,23,9.0,8.0,28.0,21.0,60.0,60.0,0.4574468085106383,0.38524590163934425,0.38235294117647056,0.37777777777777777,0.6222222222222222,0.6176470588235294,0.7021276595744681,0.32786885245901637,0.7575757575757576,0.6,0.16666666666666666,0.11666666666666667
2010,139,1462,71,1338,68,N,0,24,50,8,16,15,23,5,26,9,7,4,3,16,25,64,7,21,11,18,15,25,12,9,4,4,18,23.0,22.0,20.0,30.0,62.0,66.0,0.56,0.4453125,0.16666666666666666,0.36585365853658536,0.6341463414634146,0.8333333333333334,0.46,0.28125,0.6521739130434783,0.6111111111111112,0.11290322580645161,0.13636363636363635
2010,143,1139,63,1393,59,N,0,21,52,6,24,15,21,5,23,9,7,13,2,15,21,48,7,19,10,14,8,30,12,18,4,1,16,24.0,26.0,6.0,5.0,64.0,65.0,0.46153846153846156,0.5104166666666666,0.14285714285714285,0.25806451612903225,0.7419354838709677,0.8571428571428571,0.40384615384615385,0.2916666666666667,0.7142857142857143,0.7142857142857143,0.109375,0.27692307692307694
2010,143,1243,101,1462,96,N,2,37,78,8,19,19,29,16,24,19,12,5,11,25,31,72,12,28,22,29,19,32,12,16,8,4,28,8.0,9.0,23.0,22.0,88.0,81.0,0.5256410256410257,0.5138888888888888,0.3333333333333333,0.4418604651162791,0.5581395348837209,0.6666666666666666,0.3717948717948718,0.4027777777777778,0.6551724137931034,0.7586206896551724,0.13636363636363635,0.19753086419753085
2010,143,1246,62,1165,45,N,0,22,50,2,16,16,26,13,28,15,13,12,6,17,16,48,5,21,8,13,7,21,8,15,6,3,22,4.0,6.0,70.0,66.0,63.0,62.0,0.46,0.3854166666666667,0.38235294117647056,0.2,0.8,0.6176470588235294,0.52,0.2708333333333333,0.6153846153846154,0.6153846153846154,0.20634920634920634,0.24193548387096775
2010,143,1452,69,1449,56,N,0,26,65,4,15,13,17,23,26,14,23,11,4,15,22,56,3,11,9,14,11,18,11,21,14,8,20,9.0,8.0,12.0,29.0,72.0,72.0,0.4307692307692308,0.41964285714285715,0.5609756097560976,0.2972972972972973,0.7027027027027027,0.43902439024390244,0.26153846153846155,0.25,0.7647058823529411,0.6428571428571429,0.3194444444444444,0.2916666666666667
2010,144,1124,72,1388,49,N,0,28,61,8,17,8,10,15,26,14,7,8,1,9,19,54,6,22,5,8,10,19,14,10,1,4,12,11.0,12.0,49.0,43.0,57.0,57.0,0.5245901639344263,0.4074074074074074,0.4411764705882353,0.2777777777777778,0.7222222222222222,0.5588235294117647,0.16393442622950818,0.14814814814814814,0.8,0.625,0.12280701754385964,0.17543859649122806
2010,144,1181,70,1345,57,N,0,22,55,6,15,20,24,16,32,11,14,4,2,20,20,54,4,15,13,21,7,20,12,7,7,6,21,2.0,1.0,17.0,13.0,64.0,64.0,0.45454545454545453,0.4074074074074074,0.4444444444444444,0.1794871794871795,0.8205128205128205,0.5555555555555556,0.43636363636363634,0.3888888888888889,0.8333333333333334,0.6190476190476191,0.21875,0.109375
2010,144,1277,59,1320,52,N,0,19,44,7,19,14,19,6,26,15,10,8,3,19,17,44,4,16,14,21,4,22,4,10,6,3,13,18.0,24.0,41.0,32.0,57.0,59.0,0.5113636363636364,0.4318181818181818,0.21428571428571427,0.13333333333333333,0.8666666666666667,0.7857142857142857,0.4318181818181818,0.4772727272727273,0.7368421052631579,0.6666666666666666,0.17543859649122806,0.1694915254237288
2010,144,1397,76,1326,73,N,0,30,64,4,15,12,15,20,21,15,16,6,3,20,25,58,9,23,14,19,13,16,14,11,6,3,16,27.0,35.0,3.0,4.0,66.0,64.0,0.5,0.5086206896551724,0.5555555555555556,0.38235294117647056,0.6176470588235294,0.4444444444444444,0.234375,0.3275862068965517,0.8,0.7368421052631579,0.24242424242424243,0.171875
2010,145,1139,63,1243,56,N,0,21,46,7,15,14,20,12,29,9,20,7,1,16,22,57,5,15,7,14,11,18,8,13,11,6,19,24.0,26.0,8.0,9.0,64.0,66.0,0.532608695652174,0.4298245614035088,0.4,0.275,0.725,0.6,0.43478260869565216,0.24561403508771928,0.7,0.5,0.3125,0.19696969696969696
2010,145,1452,73,1246,66,N,0,20,52,10,23,23,34,10,26,14,12,5,6,22,23,67,4,32,16,29,24,27,10,16,6,4,27,9.0,8.0,4.0,6.0,70.0,73.0,0.4807692307692308,0.373134328358209,0.2702702702702703,0.48,0.52,0.7297297297297297,0.6538461538461539,0.43283582089552236,0.6764705882352942,0.5517241379310345,0.17142857142857143,0.2191780821917808
2010,146,1181,78,1124,71,N,0,22,61,11,23,23,29,23,20,15,11,7,0,15,27,59,5,18,12,19,17,20,14,11,8,8,21,2.0,1.0,11.0,12.0,62.0,63.0,0.45081967213114754,0.5,0.5348837209302325,0.4594594594594595,0.5405405405405406,0.46511627906976744,0.47540983606557374,0.3220338983050847,0.7931034482758621,0.631578947368421,0.1774193548387097,0.1746031746031746
2010,146,1277,70,1397,69,N,0,24,52,6,18,16,21,13,14,12,11,8,8,20,24,47,7,16,14,21,10,17,11,10,6,3,15,18.0,24.0,27.0,35.0,59.0,56.0,0.5192307692307693,0.5851063829787234,0.43333333333333335,0.4166666666666667,0.5833333333333334,0.5666666666666667,0.40384615384615385,0.44680851063829785,0.7619047619047619,0.6666666666666666,0.1864406779661017,0.17857142857142858
2010,152,1139,52,1277,50,N,0,15,49,5,21,17,24,11,21,5,8,12,2,17,18,42,4,11,10,18,8,28,11,16,3,4,21,24.0,26.0,18.0,24.0,57.0,59.0,0.35714285714285715,0.47619047619047616,0.28205128205128205,0.27586206896551724,0.7241379310344828,0.717948717948718,0.4897959183673469,0.42857142857142855,0.7083333333333334,0.5555555555555556,0.14035087719298245,0.2711864406779661
2010,152,1181,78,1452,57,N,0,29,55,13,25,7,9,11,18,20,6,5,1,16,19,46,5,12,14,19,11,16,11,10,1,4,12,2.0,1.0,9.0,8.0,54.0,53.0,0.6454545454545455,0.4673913043478261,0.4074074074074074,0.3793103448275862,0.6206896551724138,0.5925925925925926,0.16363636363636364,0.41304347826086957,0.7777777777777778,0.7368421052631579,0.1111111111111111,0.18867924528301888
2010,154,1181,61,1139,59,N,0,23,52,5,17,10,16,11,26,12,12,5,7,14,20,58,6,18,13,18,14,21,7,8,4,0,18,2.0,1.0,24.0,26.0,60.0,60.0,0.49038461538461536,0.39655172413793105,0.34375,0.35,0.65,0.65625,0.3076923076923077,0.3103448275862069,0.625,0.7222222222222222,0.2,0.13333333333333333
2011,134,1155,70,1412,52,N,0,26,50,4,13,14,16,4,25,17,12,10,2,12,18,48,12,24,4,7,7,22,10,19,4,3,10,21.0,24.0,67.0,56.0,65.0,63.0,0.56,0.5,0.15384615384615385,0.21875,0.78125,0.8461538461538461,0.32,0.14583333333333334,0.875,0.5714285714285714,0.18461538461538463,0.30158730158730157
2011,134,1421,81,1114,77,N,1,27,54,4,12,23,28,6,29,17,15,6,1,25,24,56,9,29,20,26,7,26,19,16,6,2,24,151.0,143.0,196.0,210.0,76.0,77.0,0.5370370370370371,0.5089285714285714,0.1875,0.19444444444444445,0.8055555555555556,0.8125,0.5185185185185185,0.4642857142857143,0.8214285714285714,0.7692307692307693,0.19736842105263158,0.2077922077922078
2011,135,1427,70,1106,61,N,0,23,54,4,16,20,30,10,30,14,13,4,0,14,22,62,7,26,10,12,11,28,13,12,6,3,22,222.0,219.0,290.0,295.0,71.0,68.0,0.46296296296296297,0.4112903225806452,0.2631578947368421,0.2682926829268293,0.7317073170731707,0.7368421052631579,0.5555555555555556,0.1935483870967742,0.6666666666666666,0.8333333333333334,0.18309859154929578,0.17647058823529413
2011,135,1433,59,1425,46,N,0,20,59,9,24,10,15,17,23,11,9,5,3,24,15,38,1,9,15,25,5,26,4,15,2,6,20,80.0,84.0,44.0,44.0,58.0,60.0,0.4152542372881356,0.40789473684210525,0.3953488372093023,0.17857142857142858,0.8214285714285714,0.6046511627906976,0.2542372881355932,0.6578947368421053,0.6666666666666666,0.6,0.15517241379310345,0.25
2011,136,1139,60,1330,58,N,0,22,54,7,26,9,11,18,14,11,15,8,1,21,16,45,5,15,21,27,13,16,8,15,9,2,17,48.0,54.0,52.0,52.0,56.0,57.0,0.4722222222222222,0.4111111111111111,0.5294117647058824,0.48148148148148145,0.5185185185185185,0.47058823529411764,0.2037037037037037,0.6,0.8181818181818182,0.7777777777777778,0.26785714285714285,0.2631578947368421
